participant_id	rk_nsi	rk_rresponse	rk_recfp	rk_rcacc	rk_recfp_k	rk_recpfp	rk_recpfp_k	rk_recptp	rk_rectn	rk_kzerocorrect	rk_percentkonecorrect	rk_notrnotk	rk_rkone	rk_kwacc	rk_encacc	rk_recso	rk_rktwo	rk_recuo	rk_kwaccp	rk_percentkzerocorrect	rk_twacc	rk_rrt	rk_ktwocorrect	rk_rzerocorrect	rk_percentrzerocorrect	rk_recfn	rk_krt	rk_caccp	rk_rcaccp	rk_rwaccp	rk_percentrtwocorrect	rk_kcaccp	rk_recfp_r	rk_rectp	rk_waccp	rk_rkzero	rk_tcacc	rk_percentronecorrect	rk_nfoils	rk_rtwocorrect	rk_percentktwocorrect	rk_kresponse	rk_ronecorrect	rk_recpfp_r	rk_kcacc	rk_konecorrect	rk_rwacc
sub-10692	60	3	6	2	0	0.3	0	0.8	14	3	0.5333333	0	25	39	60	0	19	0	0.8666667	0.0666667	40	1764.6666667	18	1	0.3333333	12	1031.6222222	0.4791667	0.6666667	0.3333333	0.3333333	0.4666667	6	48	0.8333333	4	23	0.3333333	20	1	0.4	45	1	0.3	21	24	1
sub-10696	60	20	9	7	7	0.45	0.35	0.6166667	11	6	0.3529412	0	22	7	60	0	5	0	0.4117647	0.3529412	16	968.35	5	4	0.2	23	1041.8823529	0.4324324	0.35	0.45	0	0.5294118	2	37	0.4324324	10	16	0.8	20	0	0.2941176	17	16	0.1	9	6	9
sub-10697	60	15	3	7	3	0.15	0.15	0.8333333	17	6	0.4285714	0	21	25	60	0	19	0	0.7142857	0.1714286	34	1651.9333333	14	4	0.2666667	10	1704.9142857	0.5	0.4666667	0.6	0.3333333	0.5142857	0	50	0.68	10	25	0.4	20	5	0.4	35	6	0	18	15	9
sub-10704	60	29	4	17	3	0.2	0.15	0.8166667	16	8	0.45	0	19	7	60	0	15	0	0.35	0.4	24	1161.5172414	3	7	0.2413793	11	2097.4	0.5102041	0.5862069	0.5862069	0.4137931	0.4	1	49	0.4897959	15	25	0.3448276	20	12	0.15	20	10	0.05	8	9	17
sub-10707	60	27	4	18	4	0.2	0.2	0.7666667	16	6	0.4210526	0	19	11	60	0	21	0	0.5789474	0.3157895	36	1557.2962963	5	0	0	14	2698.8421053	0.5434783	0.6666667	0.9259259	0.5925926	0.3684211	0	46	0.7826087	6	25	0.4074074	20	16	0.2631579	19	11	0	7	8	25
sub-10708	60	38	2	21	1	0.1	0.05	0.7666667	18	8	0	0	13	0	60	0	17	0	0	1	26	1120.2631579	0	8	0.2105263	14	1845.875	0.4565217	0.5526316	0.6842105	0.4473684	0	1	46	0.5652174	16	21	0.3421053	20	17	0	8	13	0.05	0	0	26
sub-10719	60	28	2	13	2	0.1	0.1	0.9333333	18	5	0.4285714	0	25	23	60	0	24	0	0.8214286	0.1785714	49	1087.5	11	2	0.0714286	4	1290.9642857	0.4285714	0.4642857	0.9285714	0.4642857	0.3928571	0	56	0.875	7	24	0.4642857	20	13	0.3928571	28	13	0	11	12	26
sub-10724	60	28	8	9	7	0.4	0.35	0.8333333	12	12	0.3636364	0	23	4	60	0	6	0	0.1818182	0.5454545	18	1018.6428571	2	9	0.3214286	10	1123.6363636	0.34	0.3214286	0.5	0.1428571	0.3636364	1	50	0.36	21	17	0.5357143	20	4	0.0909091	22	15	0.05	8	8	14
sub-10746	60	14	1	8	1	0.05	0.05	0.4833333	19	7	0.3333333	0	11	5	60	0	7	0	0.3333333	0.4666667	11	1144.5	3	4	0.2857143	31	1819.9333333	0.4827586	0.5714286	0.4285714	0.2857143	0.4	0	29	0.3793103	11	14	0.4285714	20	4	0.2	15	6	0	6	5	6
sub-10762	60	50	5	24	0	0.25	0	0.85	15	0	1	0	22	1	60	0	16	0	1	0	30	1121.32	0	13	0.26	9	2362	0.4705882	0.48	0.58	0.32	0	5	51	0.5882353	13	24	0.42	20	16	0	1	21	0.25	0	1	29
sub-10779	60	25	6	11	5	0.3	0.25	0.85	14	14	0.3461538	0	18	10	60	0	9	0	0.3846154	0.5384615	20	1335.08	3	10	0.4	9	1412.8846154	0.3137255	0.44	0.4	0.24	0.1923077	1	51	0.3921569	24	16	0.36	20	6	0.1153846	26	9	0.05	5	9	10
sub-10785	60	35	1	14	1	0.05	0.05	0.7	19	5	0.2857143	0	17	1	60	0	8	0	0.1428571	0.7142857	18	1224.1714286	0	12	0.3428571	18	1697.1428571	0.3571429	0.4	0.4857143	0.2285714	0.1428571	0	42	0.4285714	17	15	0.4285714	20	8	0	7	15	0	1	2	17
sub-10788	60	17	2	3	0	0.1	0	0.6333333	18	4	0.4285714	0	14	16	60	0	11	0	0.7619048	0.1904762	24	1266.7647059	8	9	0.5294118	22	1109.6190476	0.3157895	0.1764706	0.4705882	0.1764706	0.4285714	2	38	0.6315789	13	12	0.2941176	20	3	0.3809524	21	5	0.1	9	9	8
sub-10844	60	14	1	12	1	0.05	0.05	0.75	19	8	0.483871	0	20	17	60	0	16	0	0.5483871	0.2580645	26	1460.5	8	1	0.0714286	15	1458.0322581	0.5777778	0.8571429	0.6428571	0.5714286	0.4516129	0	45	0.5777778	9	26	0.3571429	20	8	0.2580645	31	5	0	14	15	9
sub-10855	60	34	8	20	3	0.4	0.15	0.7	12	0	0.625	0	22	4	60	0	15	0	0.5	0	25	1190.7647059	3	5	0.1470588	18	1441.125	0.6428571	0.5882353	0.6176471	0.3529412	0.875	5	42	0.5952381	5	27	0.5	20	12	0.375	8	17	0.25	7	5	21
sub-10871	60	32	2	14	0	0.1	0	0.5333333	18	0	0	0	16	0	60	0	12	0	0	0	26	1294.65625	0	4	0.125	28	n/a	0.4375	0.4375	0.8125	0.375	0	2	32	0.8125	4	14	0.5	20	12	0	0	16	0.1	0	0	26
sub-10877	60	31	2	14	1	0.1	0.05	0.6	18	4	0.2	0	15	1	60	0	6	0	0.2	0.8	13	864.3870968	0	11	0.3548387	24	1535.4	0.3888889	0.4516129	0.3870968	0.1935484	0	1	36	0.3611111	15	14	0.4516129	20	6	0	5	14	0.05	0	1	12
sub-10882	60	36	3	19	1	0.15	0.05	0.7666667	17	3	0.1	0	17	7	60	0	24	0	0.7	0.3	40	1303.9722222	6	2	0.0555556	14	1959.3	0.5434783	0.5277778	0.9166667	0.5	0.6	2	46	0.8695652	5	25	0.4444444	20	18	0.6	10	16	0.1	6	1	33
sub-10891	60	27	2	16	2	0.1	0.1	0.8333333	18	1	0.6086957	0	25	21	58	0	23	0	0.9130435	0.0434783	46	1615.1851852	8	1	0.037037	10	1502.826087	0.5	0.5925926	0.9259259	0.5555556	0.3913043	0	50	0.92	2	25	0.4074074	20	15	0.3478261	23	11	0	9	14	25
sub-10893	60	23	4	11	2	0.2	0.1	0.5333333	16	5	0.4444444	0	14	2	60	0	4	0	0.2222222	0.5555556	9	1073	0	9	0.3913043	28	1301.8888889	0.40625	0.4782609	0.3043478	0.173913	0.2222222	2	32	0.28125	14	13	0.4347826	20	4	0	9	10	0.1	2	4	7
sub-10912	60	30	0	13	0	0	0	0.5833333	20	2	0.2	0	15	3	60	0	10	0	0.6	0.4	20	1222.2333333	2	8	0.2666667	25	1861.4	0.4285714	0.4333333	0.5666667	0.2666667	0.4	0	35	0.5714286	10	15	0.4666667	20	8	0.4	5	14	0	2	1	17
sub-10934	60	35	7	19	7	0.35	0.35	0.7166667	13	0	0.8571429	0	18	4	59	0	16	0	0.5714286	0	27	1137.2571429	1	6	0.1818182	17	1659.375	0.575	0.5757576	0.6969697	0.4545455	0.5714286	0	43	0.675	6	23	0.3636364	20	15	0.1428571	8	12	0	4	6	23
sub-10940	60	36	0	32	0	0	0	0.9333333	20	1	0.15	0	8	19	57	0	46	0	0.95	0.05	52	1746.0555556	16	1	0.0277778	4	2024.35	0.8571429	0.8888889	0.9166667	0.8333333	0.8	0	56	0.9285714	2	48	0.1388889	20	30	0.8	20	5	0	16	3	33
sub-10948	60	35	1	11	0	0.05	0	0.6833333	19	3	0.4	0	21	2	58	0	5	0	0.4	0.6	20	1295.1428571	0	10	0.2941176	19	2913.5	0.2820513	0.3235294	0.5294118	0.1470588	0	1	41	0.5128205	13	11	0.5588235	20	5	0	6	19	0.05	0	2	18
sub-10949	60	37	7	16	6	0.35	0.3	0.9	13	5	0.3529412	0	20	11	59	0	20	0	0.6470588	0.2941176	37	1302.7297297	6	9	0.2432432	6	1785.1176471	0.4259259	0.4324324	0.7027027	0.3783784	0.4117647	1	54	0.6851852	14	23	0.3783784	20	14	0.3529412	17	14	0.05	7	6	26
sub-10958	60	43	2	25	2	0.1	0.1	0.8833333	18	1	0.5	0	21	7	60	0	25	0	0.7	0.1	40	956.3953488	4	6	0.1395349	7	1360.7	0.5849057	0.5813953	0.7674419	0.4883721	0.6	0	53	0.754717	7	31	0.372093	20	21	0.4	10	16	0	6	5	33
sub-10963	60	14	1	10	0	0.05	0	0.4833333	19	5	0.6	0	19	1	60	0	1	0	0.0666667	0.3333333	1	1861	1	3	0.2307692	31	1610.2	0.7142857	0.7692308	0	0	0.6666667	1	29	0.0357143	8	20	0.7692308	20	0	0.0666667	15	10	0.05	10	9	0
sub-10968	60	11	4	4	4	0.2	0.2	0.7333333	16	13	0.4545455	0	21	17	60	0	9	0	0.5151515	0.3939394	27	2110.2727273	5	1	0.0909091	16	1440.2424242	0.2727273	0.3636364	0.9090909	0.3636364	0.2424242	0	44	0.6136364	14	12	0.5454545	20	4	0.1515152	33	6	0	8	15	10
sub-10971	60	21	1	3	0	0.05	0	0.35	19	0	0	0	10	0	60	0	0	0	0	0	7	1698.7619048	0	10	0.5	39	n/a	0.15	0.15	0.35	0	0	1	21	0.35	10	3	0.5	20	0	0	0	10	0.05	0	0	7
sub-10975	60	25	1	8	0	0.05	0	0.5333333	19	1	0.7142857	0	13	4	60	0	7	0	0.5714286	0.1428571	16	1751.68	1	11	0.44	28	2778.2857143	0.34375	0.32	0.48	0.24	0.4285714	1	32	0.5	12	11	0.32	20	6	0.1428571	7	8	0.05	3	5	12
sub-10977	60	38	1	12	0	0.05	0	0.6333333	19	0	0	0	17	0	59	0	8	0	0	0	21	1637.5263158	0	10	0.2857143	22	n/a	0.3428571	0.3428571	0.6	0.2285714	0	1	38	0.6	10	12	0.4857143	20	8	0	0	17	0.05	0	0	21
sub-10987	60	19	0	10	0	0	0	0.65	20	9	0.45	0	20	9	60	0	7	0	0.45	0.45	20	1625.1052632	2	3	0.1578947	21	1825.35	0.3589744	0.5263158	0.5789474	0.2631579	0.2	0	39	0.5128205	12	14	0.5789474	20	5	0.1	20	11	0	4	9	11
sub-10998	60	19	5	4	2	0.25	0.1	0.7833333	15	8	0.3571429	0	15	17	57	0	13	0	0.6071429	0.2857143	24	2505.0526316	10	11	0.5789474	13	1919.2142857	0.3617021	0.2105263	0.3684211	0.1578947	0.4642857	3	47	0.5106383	19	17	0.2631579	20	3	0.3571429	28	5	0.15	13	10	7
sub-11019	60	28	3	11	1	0.15	0.05	0.6833333	17	8	0.2307692	0	16	5	60	0	11	0	0.3846154	0.6153846	25	1343.9285714	2	6	0.2142857	19	1810.9230769	0.3170732	0.3928571	0.7142857	0.3214286	0.1538462	2	41	0.6097561	14	13	0.4642857	20	9	0.1538462	13	13	0.1	2	3	20
sub-11030	60	29	5	17	5	0.25	0.25	0.8666667	15	2	0.4782609	0	24	17	60	0	20	0	0.7391304	0.0869565	33	1785.5517241	10	6	0.2068966	8	2306.6086957	0.5961538	0.5862069	0.5517241	0.3448276	0.6086957	0	52	0.6346154	8	31	0.4482759	20	10	0.4347826	23	13	0	14	11	16
sub-11044	60	37	2	18	2	0.1	0.1	0.8166667	18	4	0.5	0	22	7	60	0	19	0	0.5833333	0.3333333	39	1286.2702703	2	4	0.1081081	11	1703.5833333	0.4285714	0.4864865	0.8648649	0.4594595	0.25	0	49	0.7959184	8	21	0.4324324	20	17	0.1666667	12	16	0	3	6	32
sub-11050	60	21	11	10	3	0.55	0.15	0.6666667	9	6	0.4736842	0	21	9	59	0	8	0	0.4736842	0.3157895	19	1335.7619048	4	5	0.2380952	20	1515.6315789	0.45	0.4761905	0.4761905	0.1904762	0.4210526	8	40	0.475	11	18	0.5714286	20	4	0.2105263	19	12	0.4	8	9	10
sub-11052	60	41	1	30	1	0.05	0.05	0.85	19	2	0.3	0	15	7	60	0	32	0	0.7	0.2	43	1344.4146341	5	2	0.0487805	9	2301.4	0.7058824	0.7317073	0.8780488	0.6585366	0.6	0	51	0.8431373	4	36	0.2926829	20	27	0.5	10	12	0	6	3	36
sub-11059	60	22	3	10	2	0.15	0.1	0.7666667	17	10	0.4166667	0	24	12	60	0	11	0	0.5	0.4166667	30	1181.8636364	4	1	0.0454545	14	1766.4166667	0.3478261	0.4545455	0.8181818	0.3181818	0.25	1	46	0.6521739	11	16	0.6363636	20	7	0.1666667	24	14	0.05	6	10	18
sub-11061	60	37	2	16	2	0.1	0.1	0.8	18	2	0.7272727	0	26	8	59	0	17	0	0.7272727	0.1818182	42	1552.5675676	1	3	0.0810811	12	2586.5454545	0.375	0.4324324	0.9189189	0.4324324	0.1818182	0	48	0.875	5	18	0.4864865	20	16	0.0909091	11	18	0	2	8	34
sub-11062	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-11066	60	34	0	11	0	0	0	0.8333333	20	5	0.375	0	26	8	60	0	15	0	0.5	0.3125	37	1744.1176471	5	4	0.1176471	10	2143.5	0.38	0.3235294	0.8529412	0.2941176	0.5	0	50	0.74	9	19	0.5882353	20	10	0.3125	16	20	0	8	6	29
sub-11067	60	18	3	11	3	0.15	0.15	0.6833333	17	5	0.4782609	0	19	17	60	0	17	0	0.7391304	0.2173913	34	1486.1666667	7	0	0	19	1985.4782609	0.4634146	0.6111111	0.9444444	0.5555556	0.3478261	0	41	0.8292683	5	19	0.4444444	20	10	0.3043478	23	8	0	8	11	17
sub-11068	60	12	2	8	2	0.1	0.1	0.5166667	18	8	0.2105263	0	7	8	60	0	13	0	0.4210526	0.4210526	15	1083.6666667	7	3	0.25	29	1102.0526316	0.5806452	0.6666667	0.5833333	0.5	0.5263158	0	31	0.483871	11	18	0.25	20	6	0.3684211	19	3	0	10	4	7
sub-11077	60	17	10	7	8	0.5	0.4	0.6666667	10	17	0.2173913	0	14	3	60	0	2	0	0.1304348	0.7391304	7	1261.5882353	1	7	0.4117647	20	1508.826087	0.275	0.4117647	0.2352941	0.0588235	0.173913	2	40	0.175	24	11	0.5294118	20	1	0.0434783	23	9	0.1	4	5	4
sub-11082	60	2	4	1	4	0.2	0.2	0.45	16	13	0.32	0	8	8	60	0	5	0	0.32	0.52	9	1458	4	1	0.5	33	1671.88	0.3333333	0.5	0.5	0.5	0.32	0	27	0.3333333	14	9	0	20	1	0.16	25	0	0	8	8	1
sub-11088	60	35	1	26	1	0.05	0.05	0.7833333	19	5	0.3333333	0	11	6	59	0	28	0	0.5	0.4166667	37	1505.2571429	3	3	0.0857143	13	1735.8333333	0.6382979	0.7428571	0.8857143	0.7142857	0.3333333	0	47	0.787234	8	30	0.2	20	25	0.25	12	7	0	4	4	31
sub-11090	60	20	0	16	0	0	0	0.7	20	4	0.3181818	0	12	16	60	0	26	0	0.7272727	0.1818182	35	2158.25	11	0	0	18	2082	0.6904762	0.8	0.95	0.75	0.5909091	0	42	0.8333333	4	29	0.25	20	15	0.5	22	5	0	13	7	19
sub-11097	60	30	2	25	1	0.1	0.05	0.7666667	18	4	0.3125	0	12	11	60	0	28	0	0.6875	0.25	35	1430.1	7	2	0.0666667	14	2993.75	0.7173913	0.8333333	0.8	0.7	0.5	1	46	0.7608696	6	33	0.2333333	20	21	0.4375	16	7	0.05	8	5	24
sub-11098	60	42	4	18	4	0.2	0.2	0.8	16	1	0.6666667	0	23	3	57	0	15	0	0.5	0.1666667	32	1195.9285714	1	7	0.175	12	1599	0.4565217	0.45	0.725	0.35	0.5	0	48	0.6956522	8	21	0.475	20	14	0.1666667	6	19	0	3	4	29
sub-11104	60	33	1	27	1	0.05	0.05	0.6166667	19	3	0.25	0	18	1	59	0	14	0	0.25	0.75	19	1397.8181818	0	2	0.0606061	23	1817.25	0.7297297	0.8181818	0.5454545	0.4242424	0	0	37	0.5135135	5	27	0.5151515	20	14	0	4	17	0	0	1	18
sub-11105	60	19	0	9	0	0	0	0.5166667	20	1	0.5	0	14	7	56	0	10	0	0.5833333	0.0833333	16	1473.3684211	5	6	0.3157895	29	1452.25	0.5806452	0.4736842	0.4736842	0.2631579	0.75	0	31	0.516129	7	18	0.4210526	20	5	0.4166667	12	8	0	9	6	9
sub-11106	60	35	2	15	2	0.1	0.1	0.8	18	2	0.6153846	0	31	6	59	0	12	0	0.4615385	0.1538462	32	1185.1714286	3	3	0.0857143	12	1579.2307692	0.4791667	0.4285714	0.7428571	0.2571429	0.6153846	0	48	0.6666667	5	23	0.6571429	20	9	0.2307692	13	23	0	8	8	26
sub-11108	60	23	1	22	1	0.05	0.05	0.8333333	19	5	0.4444444	0	16	17	60	0	29	0	0.6296296	0.1851852	37	1869.3913043	10	0	0	10	2554.4074074	0.74	0.9565217	0.8695652	0.826087	0.5555556	0	50	0.74	5	37	0.173913	20	19	0.3703704	27	4	0	15	12	20
sub-11112	60	30	1	15	1	0.05	0.05	0.6	19	2	0.5	0	14	2	56	0	9	0	0.3333333	0.3333333	14	1475.3666667	1	10	0.3448276	24	1903	0.5142857	0.5172414	0.4137931	0.2758621	0.5	0	36	0.4	12	18	0.3793103	20	8	0.1666667	6	11	0	3	3	12
sub-11121	60	19	5	13	4	0.25	0.2	0.85	15	8	0.5625	0	26	18	60	0	12	0	0.5625	0.25	25	1110.5789474	6	5	0.2631579	9	1264.8125	0.4901961	0.6842105	0.3684211	0.3157895	0.375	1	51	0.4901961	13	25	0.4210526	20	6	0.1875	32	8	0.05	12	18	7
sub-11122	60	42	8	20	5	0.4	0.25	0.75	12	0	0.6666667	0	19	3	59	0	13	0	1	0	24	1304.6666667	1	11	0.275	15	2306.3333333	0.4883721	0.5	0.525	0.3	0.3333333	3	45	0.5581395	11	21	0.425	20	12	0.3333333	3	17	0.15	1	2	21
sub-11128	60	16	2	5	2	0.1	0.1	0.75	18	3	0.3103448	0	20	22	58	0	22	0	0.7586207	0.1034483	38	2144.125	17	0	0	15	1900.7931034	0.5777778	0.3125	1	0.3125	0.7241379	0	45	0.8444444	3	26	0.6875	20	5	0.5862069	29	11	0	21	9	16
sub-11131	60	46	3	34	3	0.15	0.15	0.8333333	17	2	0.25	0	16	1	60	0	29	0	0.25	0.5	38	1417.4130435	1	3	0.0652174	10	1843.25	0.72	0.7391304	0.8043478	0.6086957	0.5	0	50	0.76	5	36	0.326087	20	28	0.25	4	15	0	2	1	37
sub-11142	60	27	5	10	3	0.25	0.15	0.65	15	6	0.4166667	0	13	2	58	0	9	0	0.1666667	0.5	16	1492.0740741	1	11	0.4074074	21	2287	0.3846154	0.3703704	0.5185185	0.2962963	0.4166667	2	39	0.4102564	17	15	0.2962963	20	8	0.0833333	12	8	0.1	5	5	14
sub-11143	60	29	5	18	5	0.25	0.25	0.7833333	15	5	0.6111111	0	22	5	60	0	14	0	0.2777778	0.2777778	22	1486.1724138	2	6	0.2068966	13	1916.1111111	0.5957447	0.6206897	0.5862069	0.4137931	0.5555556	0	47	0.4680851	11	28	0.3793103	20	12	0.1111111	18	11	0	10	11	17
sub-11149	60	29	3	11	1	0.15	0.05	0.75	17	8	0.375	0	21	3	60	0	5	0	0.1875	0.5	13	1106.6896552	2	11	0.3793103	15	1758.25	0.4	0.3793103	0.3448276	0.1034483	0.4375	2	45	0.2888889	19	18	0.5172414	20	3	0.125	16	15	0.1	7	6	10
sub-11156	60	17	0	14	0	0	0	0.6166667	20	2	0.45	0	11	17	59	0	23	0	0.85	0.1	33	1916.6470588	9	1	0.0588235	23	2424	0.6486486	0.8235294	0.9411765	0.8235294	0.5	0	37	0.8918919	3	24	0.1176471	20	14	0.45	20	2	0	10	9	16
sub-50004	60	15	16	6	10	0.8	0.5	0.6666667	4	11	0.56	0	19	7	56	0	3	0	0.28	0.44	12	992.4666667	0	7	0.4666667	20	784.72	0.325	0.4	0.3333333	0.2	0.28	6	40	0.3	18	13	0.3333333	20	3	0	25	5	0.3	7	14	5
sub-50005	60	35	15	12	5	0.75	0.25	0.7	5	2	0.5714286	0	20	3	54	0	6	0	0.4285714	0.2857143	17	1145.1142857	1	14	0.4	18	1991	0.3571429	0.3428571	0.4	0.1428571	0.4285714	10	42	0.4047619	16	15	0.4571429	20	5	0.1428571	7	16	0.5	3	4	14
sub-50006	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
sub-50007	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a	n/a
